"","X_id","Institution.Name","Institution.Address","Outbreak.Setting","Type.of.Outbreak","Causative.Agent.1","Causative.Agent.2","Date.Outbreak.Began","Date.Declared.Over","Active"
"176",176,"The Heritage Nursing Home - 2nd, 3rd & 4th Fl","1195 Queen St E","LTCH","Respiratory","Influenza A (Not subtyped)","","2022-11-24","2022-12-20","N"
"177",177,"Ukrainian Canadian Care Centre - 2nd Fl","60 Richview Rd","LTCH","Respiratory","Influenza A (Not subtyped)","","2022-11-24","2022-12-08","N"
"178",178,"Amica Bayview Gardens - 3rd Fl","19 Reans Dr","LTCH","Respiratory","Influenza A (Not subtyped)","","2022-11-23","2022-12-02","N"
"179",179,"Baycrest Hospital - H7W","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-23","2022-12-22","N"
"180",180,"True Davidson Acres - 2nd & 4th Fl","200 Dawes Rd","LTCH","Respiratory","Influenza A (Not subtyped)","","2022-11-23","2023-01-10","N"
"181",181,"UHN - Toronto Western Hospital - 3B","399 Bathurst St","Hospital-Acute Care","Respiratory","Influenza A (Not subtyped)","","2022-11-23","2022-12-09","N"
"182",182,"William Osler Health System - 9E - Medical & Palliative Unit","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-23","2022-12-02","N"
"183",183,"Kipling Acres - 3S Thistletown","2233 Kipling Ave","LTCH","Respiratory","Unable to identify","","2022-11-22","2022-12-03","N"
"184",184,"Scarborough Health Network - Centenary - 9W","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-22","2022-12-09","N"
"185",185,"Belmont House - 2WW & 5WW","55 Belmont St","LTCH","Respiratory","COVID-19","","2022-11-21","2022-12-19","N"
"186",186,"Deerwood Creek Care Community - Unit 3A (Memory Unit)","70 Humberline Dr","LTCH","Respiratory","Respiratory syncytial virus","","2022-11-21","2022-12-09","N"
"187",187,"The Annex - 2nd Fl","123 Spadina Rd","Retirement Home","Respiratory","COVID-19","","2022-11-21","2022-11-30","N"
"188",188,"Baycrest Hospital - North York - 7E","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-20","2022-12-01","N"
"189",189,"Bill McMurray Residence - 7th Fl","180 Sheridan Ave","Retirement Home","Respiratory","Influenza A (Not subtyped)","","2022-11-20","2022-12-09","N"
"190",190,"Jewish Home for the Aged - 4GS","3560 Bathurst St","LTCH","Respiratory","COVID-19","","2022-11-20","2022-11-30","N"
"191",191,"Lakeside Long Term Care Centre - 2nd & 4th Fl","150 Dunn Ave","LTCH","Respiratory","Influenza A (H3N2)","Parainfluenza","2022-11-20","2022-12-05","N"
"192",192,"Runnymede Healthcare Centre - 2 West","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-20","2022-12-11","N"
"193",193,"The Salvation Army - Toronto Grace Health Ctr - Specialized Care Ctr - 5th Fl","1020 McNicoll Ave","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-20","2022-11-30","N"
"194",194,"Unity Health Toronto - Providence - A4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-20","2022-11-30","N"
"195",195,"Unity Health Toronto - Houses of Providence - HOP2E - SPRUCE","3276 St Clair Ave E","LTCH","Respiratory","COVID-19","","2022-11-19","2022-11-29","N"
"196",196,"Belmont House - 2E & 2WW","55 Belmont St","LTCH","Respiratory","Respiratory syncytial virus","","2022-11-18","2022-12-28","N"
"197",197,"Better Living At Thompson House","1 Overland Dr","LTCH","Respiratory","Influenza A (H3)","","2022-11-18","2022-12-07","N"
"198",198,"Better Living at Thompson House - 4th Fl","1 Overland Dr","LTCH","Respiratory","COVID-19","","2022-11-18","2022-12-22","N"
"199",199,"Kingsway - 2nd, 3rd & 4th Fl","4251 Dundas Street W","Retirement Home","Respiratory","COVID-19","","2022-11-18","2022-12-13","N"
"200",200,"Tendercare Living Centre - 3 East","1020 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-11-18","2022-12-03","N"
"201",201,"West Park Healthcare Centre - 3WD","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-18","2022-11-28","N"
"202",202,"William Osler Health System - Etobicoke - 6W Medicine Unit","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-18","2022-12-03","N"
"203",203,"Norfinch Care Community - Unit 3A","22 Norfinch Dr","LTCH","Respiratory","Rhinovirus","","2022-11-17","2022-11-28","N"
"204",204,"Sage Care Retirement Home - POD D - 2nd & 3rd Fl","147 Elder Street","Retirement Home","Respiratory","COVID-19","","2022-11-17","2022-12-05","N"
"205",205,"The Wexford - 3rd Fl","1860 Lawrence Ave E","LTCH","Respiratory","Unable to identify","","2022-11-17","2022-11-26","N"
"206",206,"Toronto East Health Network - Michael Garron Hospital - Withdrawal Management Services","825 Coxwell Ave","Hospital-Acute Care","Respiratory","Influenza A (Not subtyped)","","2022-11-17","2022-11-24","N"
"207",207,"Bendale Acres - 5th & 6th Fl","2920 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-11-16","2022-12-14","N"
"208",208,"Harmony Hills Care Community - 2nd Fl & 3B","1800 O'Connor Dr","LTCH","Respiratory","Respiratory syncytial virus","","2022-11-16","2022-12-16","N"
"209",209,"Harmony Hills Care Community - 2nd Fl & 3B","1800 O'Connor Drive","LTCH","Respiratory","COVID-19","","2022-11-16","2022-12-14","N"
"210",210,"Kipling Acres - Alders 3S","2233 Kipling Ave","LTCH","Respiratory","COVID-19","","2022-11-16","2022-12-27","N"
"211",211,"The Dunfield Retirement Residence - 9th, 10th & 14th Fl","77 Dunfield Ave","Retirement Home","Respiratory","COVID-19","","2022-11-16","2022-12-12","N"
"212",212,"West Park Healthcare Centre - 3EC","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-16","2022-12-07","N"
"213",213,"Harold And Grace Baker Centre - A Wing","1 Northwestern Ave","LTCH","Respiratory","Rhinovirus","","2022-11-15","2022-12-08","N"
"214",214,"Retirement Suites by the Lake - 3rd Fl","2121 Kingston Rd","Retirement Home","Respiratory","COVID-19","","2022-11-15","2022-11-28","N"
"215",215,"West Park Long Term Care Centre - Humber York Unit","82 Buttonwood Ave","LTCH","Respiratory","Influenza A (H3)","","2022-11-15","2022-11-26","N"
"216",216,"Chartwell Westbury Long Term Care Residence - 8th Fl","495 The West Mall","LTCH","Respiratory","COVID-19","","2022-11-14","2022-11-28","N"
"217",217,"Downsview Long Term Care Centre - 1 Centre, 2 Centre & 1 East, 2 East","3595 Keele St","LTCH","Respiratory","Enterovirus/Rhinovirus","Influenza A (Not subtyped)","2022-11-14","2022-12-12","N"
"218",218,"Labdara Lithuanian Nursing Home - 1st Fl","5 Resurrection Rd","LTCH","Respiratory","Influenza A (H3)","","2022-11-14","2022-11-21","N"
"219",219,"North York General Hospital - General Site - 3N","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-14","2022-11-28","N"
"220",220,"West Park Long Term Care Centre - Glenwyld House","82 Buttonwood Ave","LTCH","Respiratory","Coronavirus*","","2022-11-14","2022-11-20","N"
"221",221,"Kensington Gardens North - North Building, 2 West","45 Brunswick Ave","LTCH","Respiratory","Influenza A (Not subtyped)","","2022-11-13","2022-11-23","N"
"222",222,"Scarborough Health Network - Birchmount - G4C Medicine","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-13","2022-12-05","N"
"223",223,"The Wexford - 3rd & 7th Fl","1860 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-11-13","2022-12-13","N"
"224",224,"Unity Health Toronto - Houses of Providence - 3W","3276 St Clair Ave E","LTCH","Respiratory","COVID-19","","2022-11-12","2022-12-01","N"
"225",225,"Unity Health Toronto - St. Joseph's - 4E","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-12","2022-11-19","N"
"226",226,"West Park Healthcare Centre - 3EB - Amputee Unit","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-12","2022-11-24","N"
"227",227,"Baycrest Hospital - North York - H4E","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-11","2022-11-25","N"
"228",228,"Baycrest Hospital - North York - H6W","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-11","2022-11-24","N"
"229",229,"Castleview Wychwood Towers - Unit 2C","351 Christie St","LTCH","Respiratory","COVID-19","","2022-11-11","2022-11-25","N"
"230",230,"Downsview Long Term Care Centre - 1 East, 2 Centre & 2 North","3595 Keele St","LTCH","Respiratory","COVID-19","","2022-11-11","2022-12-28","N"
"231",231,"Unity Health Toronto - St. Joseph's - 7M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-11","2022-11-17","N"
"232",232,"Unity Health Toronto - St. Michael's - Unit 8CS","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-11","2022-11-21","N"
"233",233,"William Osler Health System - 6W Medicine Unit","101 Humber College Blvd","Hospital-Acute Care","Respiratory","Influenza A (H3)","","2022-11-11","2022-11-24","N"
"234",234,"Eatonville Care Centre - 2nd, 3rd, 4th & 5th Fl","420 The East Mall","LTCH","Respiratory","COVID-19","","2022-11-10","2022-12-09","N"
"235",235,"Unity Health Toronto - St. Michael's - 16CN","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-10","2022-11-18","N"
"236",236,"Leaside Retirement Residence - Building 10, 2nd Fl","14 William Morgan Dr","Retirement Home","Respiratory","Metapneumovirus","","2022-11-09","2022-11-14","N"
"237",237,"The Villiage of Humber Heights - Wadsworth","2245 Lawrence Ave W","LTCH","Respiratory","Influenza A (Not subtyped)","","2022-11-09","2022-11-23","N"
"238",238,"Downsview Long Term Care Centre - Unit 2 North","3595 Keele St","LTCH","Respiratory","Enterovirus/Rhinovirus","","2022-11-08","2022-11-14","N"
"239",239,"Eatonville Care Centre - 2nd, 3rd, 4th & 5th Fl","420 The East Mall","LTCH","Respiratory","Respiratory syncytial virus","Influenza A (Not subtyped)","2022-11-08","2022-12-15","N"
"240",240,"Holland Bloorview Kids Rehabilitation Hospital - 3 West SODR","150 Kilgour Rd","Hospital-Chronic Care","Respiratory","Influenza A (H3)","","2022-11-08","2022-11-28","N"
"241",241,"Kensington Place Retirement Residence - 2nd Fl","866 Sheppard Avenue","Retirement Home","Respiratory","COVID-19","","2022-11-08","2022-11-21","N"
"242",242,"UHN - Princess Margaret Hospital - 14A","610 University Ave","Hospital-Acute Care","Respiratory","Respiratory syncytial virus","","2022-11-08","2022-12-16","N"
"243",243,"West Park Healthcare Centre - 2EA","82 Buttonwood Ave","Hospital-Chronic Care","Respiratory","Influenza A (H3)","","2022-11-08","2022-11-14","N"
"244",244,"Centre for Addiction and Mental Health - Queen Street Site - PRT5","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-11-07","2022-11-21","N"
"245",245,"Chartwell Trilogy Long Term Care Residence - 7th Fl","340 McCowan Rd","LTCH","Respiratory","COVID-19","","2022-11-07","2022-11-26","N"
"246",246,"The Heritage Nursing Home - 2nd Fl","1195 Queen St E","LTCH","Respiratory","Unable to identify","","2022-11-07","2022-11-21","N"
"247",247,"Parkland On Eglinton West - 3rd Fl West Tower","4650 Eglinton Ave W","Retirement Home","Respiratory","Respiratory syncytial virus","","2022-11-06","2022-11-17","N"
"248",248,"Parkland on Eglinton West - 3rd Fl West Tower","4650 Eglinton Avenue West","Retirement Home","Respiratory","COVID-19","","2022-11-06","2022-11-17","N"
"249",249,"Scarborough Health Network-Scarborough General - CP4","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-05","2022-11-24","N"
"250",250,"Unity Health Toronto - St. Joseph's - 4M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-05","2022-11-20","N"
"251",251,"Bayshore - 5th Fl","221 Milner Ave","Transitional Care","Respiratory","COVID-19","","2022-11-04","2022-12-07","N"
"252",252,"McNicoll Manor/Moll Berczy Haus - 5th Fl","1020 McNicoll Ave","Retirement Home","Respiratory","COVID-19","","2022-11-04","2022-11-15","N"
"253",253,"Nisbet Lodge - 4th, 5th, 7th, 9th & 10th Fl","740 Pape Ave","LTCH","Respiratory","COVID-19","","2022-11-04","2023-01-16","N"
"254",254,"Salvation Army Toronto Grace Health Centre - 5A","650 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-04","2022-11-21","N"
"255",255,"North York General Hospital - General Site - 5W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-03","2022-11-20","N"
"256",256,"Amica On the Avenue - Dining & Activities Rm","1066 Avenue Rd","Retirement Home","Respiratory","COVID-19","","2022-11-02","2022-11-22","N"
"257",257,"Scarborough Health Network - Birchmount - G4A","3030 Birchmount Rd","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-02","2022-12-22","N"
"258",258,"Chartwell Westbury Long Term Care Residence - 5th Fl","495 The West Mall","LTCH","Respiratory","COVID-19","","2022-11-01","2022-11-14","N"
"259",259,"Extendicare Guildwood - West Wing Spur 2","60 Guildwood Pky","LTCH","Respiratory","COVID-19","","2022-11-01","2022-12-01","N"
"260",260,"Sunnybrook Health Sciences Centre - Bayview Campus - D5","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-01","2022-11-12","N"
"261",261,"Sunnybrook Health Sciences Centre - Bayview Campus - Oncology - D6","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-11-01","2022-11-13","N"
"262",262,"West Park Healthcare Centre - 3WF","82 Buttonwood Ave","Hospital-Chronic Care","Respiratory","Respiratory syncytial virus","","2022-11-01","2022-11-08","N"
"263",263,"West Park Healthcare Centre - 3WF","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-11-01","2022-11-15","N"
"264",264,"Forest Hill Place - Dining Area","645 Castlefield Ave","Retirement Home","Respiratory","COVID-19","","2022-10-31","2022-11-29","N"
"265",265,"Harmony Hills Care Community - 3B","1800 O'Connor Dr","LTCH","Respiratory","Influenza A (H3)","","2022-10-31","2022-11-08","N"
"266",266,"Holland Bloorview Kids Rehabilitation Hospital - 3 East","150 Kilgour Rd","Hospital-Chronic Care","Respiratory","Rhinovirus","","2022-10-31","2022-11-13","N"
"267",267,"McCowan Retirement Residence - 1st Fl","2881 Eglinton Avenue E","Retirement Home","Respiratory","COVID-19","","2022-10-31","2022-11-18","N"
"268",268,"RCC - Humber River Hospital - Finch Site - 5 East","2111 Finch Avenue West","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-31","2022-11-12","N"
"269",269,"Sts. Peter and Paul Residence","221 Milner Ave","Retirement Home","Respiratory","COVID-19","","2022-10-31","2022-11-16","N"
"270",270,"Unity Health Toronto - St. Michael's - 14CG - Locked Unit","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-31","2022-11-09","N"
"271",271,"Centennial Park Place","25 Centennial Park Rd","Retirement Home","Respiratory","COVID-19","","2022-10-30","2022-11-17","N"
"272",272,"Fudger House - 3E","439 Sherbourne St","LTCH","Respiratory","COVID-19","","2022-10-30","2022-11-12","N"
"273",273,"Mon Sheong Scarborough Long Term Care Centre - 3rd Fl North","2030 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-10-30","2022-11-15","N"
"274",274,"The Heritage Nursing Home - 4th Fl","1195 Queen St E","LTCH","Respiratory","Unable to identify","","2022-10-30","2022-11-08","N"
"275",275,"Unity Health Toronto - St. Joseph's - 6G","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-30","2022-11-17","N"
"276",276,"Bradgate Arms - 2nd & 6th Fl","54 Foxbar Rd","Retirement Home","Respiratory","COVID-19","","2022-10-28","2022-11-12","N"
"277",277,"Nisbet Lodge - 10th Fl","740 Pape Ave","LTCH","Respiratory","Rhinovirus","","2022-10-28","2022-11-16","N"
"278",278,"Scarborough Health Network - Birchmount - 3D","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-28","2022-11-09","N"
"279",279,"Unity Health Toronto - Providence - A5","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-28","2022-11-06","N"
"280",280,"Unity Health Toronto - Providence - D3","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-28","2022-11-05","N"
"281",281,"Centre For Addiction and Mental Health - Queen Street Site - Unit 1-2","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-10-27","2022-11-15","N"
"282",282,"Chartwell Guildwood Retirement Residence","65 Livingston Rd","Retirement Home","Respiratory","COVID-19","","2022-10-27","2022-11-27","N"
"283",283,"Unity Health Toronto - St. Joseph's - 3M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-27","2022-11-14","N"
"284",284,"Unity Health Toronto - St. Joseph's - 6M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-27","2022-11-10","N"
"285",285,"University Health Network - Toronto General - 6MA","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-27","2022-11-11","N"
"286",286,"West Park Healthcare Centre - 2EC (Geriatric Functional Enhancement)","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-27","2022-11-13","N"
"287",287,"Amica Bayview Gardens - 2nd Fl","19 Rean Dr","Retirement Home","Respiratory","COVID-19","","2022-10-26","2022-11-11","N"
"288",288,"Lakeside Long Term Care Centre - 1st Fl","150 Dunn Ave","LTCH","Respiratory","COVID-19","","2022-10-26","2022-11-14","N"
"289",289,"Norfinch Care Community - Unit 2A","22 Norfinch Dr","LTCH","Respiratory","COVID-19","","2022-10-26","2022-10-31","N"
"290",290,"Sage Care Retirement Home - POD ABC 2nd Fl & 3rd Fl","147 Elder St","Retirement Home","Respiratory","Metapneumovirus","","2022-10-26","2022-11-14","N"
"291",291,"University Health Network - Toronto General - 13ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-26","2022-11-09","N"
"292",292,"Baycrest Hospital - North York - 3 East","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-25","2022-11-12","N"
"293",293,"Baycrest Hospital - North York - 6 East","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-25","2022-11-11","N"
"294",294,"Main Street Terrace - 3rd Fl","77 Main St","LTCH","Respiratory","COVID-19","","2022-10-25","2022-11-16","N"
"295",295,"Presentation Manor For Seniors - 1st Fl (AL), 3rd Fl (IL&AL), 4th Fl (IL)","61 Fairfax Cres","Retirement Home","Respiratory","COVID-19","","2022-10-25","2022-11-25","N"
"296",296,"Terraces of Baycrest - 3rd Fl","55 Ameer Ave","Retirement Home","Respiratory","COVID-19","","2022-10-25","2022-11-13","N"
"297",297,"The Dunfield Retirement Residence - Library","77 Dunfield Ave","Retirement Home","Respiratory","COVID-19","","2022-10-25","2022-11-07","N"
"298",298,"University Health Network - Bickle Centre - North 5A","130 Dunn Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-25","2022-10-30","N"
"299",299,"Weston Gardens Retirement Residence - 5th Fl","303 Queens Dr","Retirement Home","Respiratory","COVID-19","","2022-10-25","2022-12-04","N"
"300",300,"Ehatare Nursing Home - 4th Fl","40 Old Kingston Rd","LTCH","Respiratory","Unable to identify","","2022-10-24","2022-11-10","N"
"301",301,"Humber River Hospital - Wilson - 14 East","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-24","2022-11-04","N"
"302",302,"The Russell Hill Retirement Residence - 2nd Fl","262 St. Clair Avenue W","Retirement Home","Respiratory","COVID-19","","2022-10-24","2022-11-17","N"
"303",303,"Weston Terrace Care Community - 4A","2005 Lawrence Ave W","LTCH","Respiratory","COVID-19","","2022-10-24","2022-11-29","N"
"304",304,"Advent Forestview Retirement Residence - 2nd, 3rd & 4th Fl","537 Finch Avenue","Retirement Home","Respiratory","COVID-19","","2022-10-23","2022-11-10","N"
"305",305,"University Health Network - Princess Margaret - 15C","610 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-23","2022-11-02","N"
"306",306,"Dom Lipa - K-Wing","52 Neilson Drive","LTCH","Respiratory","COVID-19","","2022-10-21","2022-11-06","N"
"307",307,"Greenview Lodge - 1st, 2nd & 3rd Fl","880 Lawrence Avenue","Retirement Home","Respiratory","COVID-19","","2022-10-21","2022-11-07","N"
"308",308,"Hazelton Place Retirement Residence","111 Avenue Rd","Retirement Home","Respiratory","Coronavirus*","","2022-10-21","2022-11-08","N"
"309",309,"Seven Oaks - Scarborough - 2nd Fl","9 Neilson Rd","LTCH","Respiratory","COVID-19","","2022-10-21","2022-11-15","N"
"310",310,"The Kensington Gardens - 1W & 2W","25 Brunswick Ave","LTCH","Respiratory","COVID-19","","2022-10-21","2022-11-14","N"
"311",311,"Carefree Lodge - 2nd Fl","306 Finch Ave E","LTCH","Respiratory","COVID-19","","2022-10-20","2022-11-05","N"
"312",312,"Hazelton Place Retirement Residence - 3rd & 6th Fl","111 Avenue Rd","Retirement Home","Respiratory","COVID-19","","2022-10-20","2022-11-14","N"
"313",313,"New Horizons Tower - 16th Fl","1140 Bloor St W","Retirement Home","Respiratory","COVID-19","","2022-10-20","2022-11-14","N"
"314",314,"Shepherd Lodge","3760 Sheppard Avenue East","LTCH","Respiratory","COVID-19","","2022-10-20","2022-12-09","N"
"315",315,"The Millwood - Dining, 3rd & 4th Fl","921 Millwood Road","Retirement Home","Respiratory","COVID-19","","2022-10-20","2022-11-15","N"
"316",316,"Dom Lipa","52 Neilson Dr","Retirement Home","Respiratory","COVID-19","","2022-10-19","2022-11-06","N"
"317",317,"Humber Valley Terrace - 2nd Fl","95 Humber College Blvd","LTCH","Respiratory","Respiratory syncytial virus","","2022-10-19","2022-11-07","N"
"318",318,"Scarborough Health Network - Birchmount - 4B","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-19","2022-11-01","N"
"319",319,"The Teddington - 2nd & 4th Fl","4 Teddington Park Avenue","Retirement Home","Respiratory","COVID-19","","2022-10-19","2022-11-07","N"
"320",320,"Trillium Health Partners - McCall Continuing Care - Chronic/Rehab - 3rd Fl","140 Sherway Drive","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-19","2022-11-15","N"
"321",321,"Villa Colombo Homes for the Aged - 1st Fl Fidani","40 Playfair Ave","LTCH","Respiratory","COVID-19","","2022-10-19","2022-11-14","N"
"322",322,"William Osler Health System - Etobicoke - 6 West","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-19","2022-10-29","N"
"323",323,"Amica On The Avenue - 5th Fl","1066 Avenue Rd","Retirement Home","Respiratory","Respiratory syncytial virus","","2022-10-18","2022-10-28","N"
"324",324,"Atrium at Kew Beach - Michael Garron Hospital Affiliated Unit - 3rd Fl","500 Kingston Rd.","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-18","2022-11-04","N"
"325",325,"Centre For Addiction and Mental Health - Queen Street Site - GAU A","1001 Queen Street West","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-18","2022-10-28","N"
"326",326,"Delmanor Northtown - 2nd, 6th & 7th Fl","5351 Yonge St","Retirement Home","Respiratory","COVID-19","","2022-10-18","2022-10-28","N"
"327",327,"Don Mills Seniors' Apartments - 2nd Fl","1055-1057 Don Mills Rd","Retirement Home","Respiratory","COVID-19","","2022-10-18","2022-10-27","N"
"328",328,"Donway Place","8 The Donway E","Retirement Home","Respiratory","COVID-19","","2022-10-18","2022-11-04","N"
"329",329,"University Health Network - Princess Margaret - 15B","610 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-18","2022-10-30","N"
"330",330,"North Park Nursing Home - 2nd Fl","450 Rustic Rd","LTCH","Respiratory","COVID-19","","2022-10-17","2022-10-31","N"
"331",331,"Scarborough Health Network - Scarborough General - T7 - Medicine","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-17","2022-10-30","N"
"332",332,"Scarborough Retirement Residence - 2nd, 3rd, 4th, 5th, 6th & 7th Fl","148 Markham Rd","Retirement Home","Enteric","Norovirus-like","","2022-10-17","2022-10-31","N"
"333",333,"St. George Care Community - 1st, 2nd, 3rd, 4th & 5th Fl","225 St. George St","LTCH","Respiratory","COVID-19","","2022-10-17","2022-11-18","N"
"334",334,"Delmanor Wynford - 3rd & 4th Fl","187 Wynford Dr","Retirement Home","Respiratory","COVID-19","","2022-10-16","2022-11-03","N"
"335",335,"St. Clair O'Connor Community Nursing Home - 3rd Fl (LTCH Area)","2701 St Clair Avenue East","LTCH","Respiratory","COVID-19","","2022-10-16","2022-11-03","N"
"336",336,"The Annex","123 Spadina Rd","Retirement Home","Respiratory","COVID-19","","2022-10-16","2022-11-04","N"
"337",337,"Kipling Acres - 3 South (Thistletown)","2233 Kipling Ave","LTCH","Respiratory","COVID-19","","2022-10-15","2022-11-07","N"
"338",338,"Scarborough Health Network - Scarborough General - 4C - Medicine","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-15","2022-11-21","N"
"339",339,"University Health Network - Bickle Centre - S5","130 Dunn Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-15","2022-11-07","N"
"340",340,"Bendale Acres - 5th Fl","2920 Lawrence Ave E","LTCH","Respiratory","Rhinovirus","","2022-10-14","2022-10-20","N"
"341",341,"Chartwell Avondale Retirement Residence - 2nd & 3rd Fl","1238 Queen Street","Retirement Home","Respiratory","COVID-19","","2022-10-14","2022-11-14","N"
"342",342,"Harmony Hills Care Community - Toronto - 1A","1800 O'Connor Drive","LTCH","Respiratory","COVID-19","","2022-10-14","2022-10-31","N"
"343",343,"Jewish Home for the Aged - Unit 4E1","3560 Bathurst St","LTCH","Respiratory","COVID-19","","2022-10-14","2022-11-21","N"
"344",344,"Sinai Health System - Mount Sinai - 10N","600 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-14","2022-10-27","N"
"345",345,"The O'Neill Centre - 2nd, 3rd & 4th Fl","33 Christie St","LTCH","Respiratory","COVID-19","","2022-10-14","2022-11-29","N"
"346",346,"Unity Health Toronto - St. Joseph's - 2LM","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-14","2022-10-28","N"
"347",347,"University Health Network - Toronto General - 14ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-14","2022-11-12","N"
"348",348,"Cheltenham Care Community - 3rd Fl","5935 Bathurst St","LTCH","Respiratory","COVID-19","","2022-10-13","2022-10-29","N"
"349",349,"Hellenic Home - Ground Fl, 2A & 3A","2411 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-10-13","2022-11-11","N"
"350",350,"Kensington Place Retirement Residence - 2nd, 3rd, 4th, 5th & 6th Fl","866 Sheppard Avenue","Retirement Home","Respiratory","COVID-19","","2022-10-13","2022-11-07","N"
"351",351,"Rockcliffe Care Community - 3rd Fl","3015 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-10-13","2022-10-30","N"
"352",352,"Unity Health Toronto - Providence - B4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-13","2022-11-04","N"
"353",353,"Castleview Wychwood Towers - 4th & 7th Fl","351 Christie St","LTCH","Respiratory","COVID-19","","2022-10-12","2022-11-08","N"
"354",354,"Cedarbrook Lodge TCU - Transitional Care Unit - 5th & 6th Fl","520 Markham Rd","Transitional Care","Respiratory","COVID-19","","2022-10-12","2022-11-14","N"
