"","X_id","Institution.Name","Institution.Address","Outbreak.Setting","Type.of.Outbreak","Causative.Agent.1","Causative.Agent.2","Date.Outbreak.Began","Date.Declared.Over","Active"
"186",186,"Extendicare Guildwood","60 Guildwood Pky","LTCH","Respiratory","Rhinovirus","","2021-08-12","2021-09-08","N"
"187",187,"Suomi Koti - 7th Fl","795 Eglinton Ave E","LTCH","Respiratory","Rhinovirus","","2021-08-09","2021-08-26","N"
"188",188,"Chartwell Westbury Long Term Care Residence - 7th Fl","495 The West Mall","LTCH","Respiratory","COVID-19","","2021-08-05","2021-08-19","N"
"189",189,"Cheltenham Community Care - 3rd Fl","5935 Bathurst St","LTCH","Respiratory","Enterovirus/Rhinovirus","","2021-08-05","2021-08-16","N"
"190",190,"Christie Gardens Apartments & Care - 2nd Fl","600 Melita Crescent","Retirement Home","Respiratory","COVID-19","","2021-08-05","2021-08-18","N"
"191",191,"Unity Health Toronto - St. Joseph's Health Centre - 2E","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-08-04","2021-08-11","N"
"192",192,"Seven Oaks Long Term Care Home - 1st Fl","9 Neilson Rd","LTCH","Respiratory","Rhinovirus","","2021-07-27","2021-08-16","N"
"193",193,"The Rekai Centre - 4th Fl","160 Wellesley St E","LTCH","Enteric","Campylobacter unspecified","","2021-07-26","2021-08-03","N"
"194",194,"Labdara Lithuanian Nursing Home - 1st Fl","5 Resurrection Road","LTCH","Respiratory","COVID-19","","2021-07-23","2021-08-31","N"
"195",195,"Scarborough Health Network - General Hospital - H4C Medicine","3030 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2021-07-13","2021-07-27","N"
"196",196,"Runnymede Healthcare Centre - 3rd Fl","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2021-07-12","2021-07-28","N"
"197",197,"Norfinch Care Community - 2nd Fl","22 Norfinch Dr","LTCH","Enteric","Unable to identify","","2021-07-07","2021-07-10","N"
"198",198,"Humber River Hospital - Wilson - 12 East","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-07-02","2021-07-19","N"
"199",199,"Scarborough Health Network - General Hospital - CP4 -","3030 Lawrence Ave E - Medicine Unit","Hospital-Acute Care","Respiratory","COVID-19","","2021-06-30","2021-07-13","N"
"200",200,"University Health Network - Toronto Western Hospital - 6A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-06-17","2021-07-07","N"
"201",201,"Scarborough Health Network-Centenary Hospital - YC9E","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2021-05-21","2021-05-30","N"
"202",202,"Hospital for Sick Children - Unit 7C","555 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-05-20","2021-06-04","N"
"203",203,"Norfinch Care Community - 3A","22 Norfinch Drive","LTCH","Respiratory","COVID-19","","2021-05-18","2021-06-01","N"
"204",204,"University Health Network - Toronto General Hospital - 8ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-05-17","2021-06-01","N"
"205",205,"1321 - Cummer Lodge - 205 Cummer Avenue - Toronto","205 Cummer Ave","LTCH","Respiratory","COVID-19","","2021-05-15","2021-06-01","N"
"206",206,"University Health Network - Toronto General Hospital -","200 Elizabeth Street - Transportation & Linen Services","Hospital-Acute Care","Respiratory","COVID-19","","2021-05-15","2021-06-02","N"
"207",207,"Hillcrest Reactivation Centre - 4th Fl","47 Austin Terr","Hospital-Chronic Care","Respiratory","COVID-19","","2021-05-14","2021-06-06","N"
"208",208,"Chartwell Trilogy- 4th Fl","340 McCowan Road","LTCH","Respiratory","COVID-19","","2021-05-11","2021-06-10","N"
"209",209,"Christie Gardens - Annex Unit","600 Melita Crescent","Retirement Home","Respiratory","COVID-19","","2021-05-11","2021-05-29","N"
"210",210,"University Health Network - Toronto General Hospital - 7B","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-05-08","2021-05-27","N"
"211",211,"University Health Network - Toronto General Hospital -","200 Elizabeth Street - 5B Cardiology","Hospital-Acute Care","Respiratory","COVID-19","","2021-05-07","2021-05-18","N"
"212",212,"University Health Network - Lyndhurst - Special rehab - 1B","520 Sutherland Drive","Hospital-Chronic Care","Respiratory","COVID-19","","2021-05-06","2021-05-20","N"
"213",213,"Baycrest Hospital - 6E","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2021-05-04","2021-05-19","N"
"214",214,"Humber River Hospital - Wilson - 9E Nephrology","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-05-04","2021-06-01","N"
"215",215,"Toronto East Health Network-Atrium at Kew Beach - 2nd Fl","500 Kingston Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2021-05-03","2021-05-28","N"
"216",216,"Runnymede Healthcare Centre - 3rd Fl","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2021-05-02","2021-05-17","N"
"217",217,"Humber River Hospital - Wilson - 7W Cardiology","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-30","2021-05-18","N"
"218",218,"Kingsway","4251 Dundas Street St W","Retirement Home","Enteric","Norovirus-like","","2021-04-30","2021-05-16","N"
"219",219,"Chartwell Westbury Long Term Care Residence - 6th Fl","495 The West Mall","LTCH","Respiratory","COVID-19","","2021-04-29","2021-06-25","N"
"220",220,"Baycrest Apotex Centre - Jewish Home for the Aged -7GS & 7EI","3560 Bathurst St","LTCH","Respiratory","COVID-19","","2021-04-28","2021-06-02","N"
"221",221,"The Village of Humber Heights - Alderwood Unit","2245 Lawrence Ave W","LTCH","Respiratory","COVID-19","","2021-04-28","2021-06-07","N"
"222",222,"Unity Health Toronto-St. Joseph's Health Centre - 4LM","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-28","2021-05-12","N"
"223",223,"Copernicus Lodge - Kitchen","66 Roncesvalles Avenue","LTCH","Respiratory","COVID-19","","2021-04-27","2021-05-17","N"
"224",224,"Sunnybrook Health Sciences Centre -St. John's Rehabilitation","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2021-04-27","2021-05-11","N"
"225",225,"Unity Health Toronto - Providence Healthcare - A5","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2021-04-26","2021-05-16","N"
"226",226,"Unity Health Toronto-St. Joseph's Health Centre - 4M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-26","2021-05-12","N"
"227",227,"Scarborough Health Network - General Hospital - T9","3030 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-25","2021-05-16","N"
"228",228,"St. George Care Community - 3rd Fl & Basement","225 St. George Street","LTCH","Respiratory","COVID-19","","2021-04-25","2021-05-12","N"
"229",229,"Delmanor Prince Edward - 7th Fl","4180 Dundas Street","LTCH","Respiratory","COVID-19","","2021-04-23","2021-05-12","N"
"230",230,"University Health Network - Toronto Western Hospital - 8A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-22","2021-05-17","N"
"231",231,"Deerwood Creek Care Community - Main kitchen","70 Humberline Drive","LTCH","Respiratory","COVID-19","","2021-04-21","2021-06-02","N"
"232",232,"Sunnybrook Health Sciences Centre - Bayview Campus - F2","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-21","2021-05-02","N"
"233",233,"Trillium Health Partners - Church Site - 1C","200 Church Street","Hospital-Chronic Care","Respiratory","COVID-19","","2021-04-21","2021-05-01","N"
"234",234,"Baycrest Apotex Centre - Jewish Home for the Aged - 6RF","3560 Bathurst St","LTCH","Respiratory","COVID-19","","2021-04-20","2021-05-04","N"
"235",235,"Kipling Acres - Alders & Thisletown","2233 Kipling Ave","LTCH","Respiratory","COVID-19","","2021-04-20","2021-05-13","N"
"236",236,"The O'Neill Centre Long Term Care - 2nd, 4th & 5th Fl","33 Christie St","LTCH","Respiratory","COVID-19","","2021-04-20","2021-05-28","N"
"237",237,"Unity Health Toronto-St. Joseph's Health Centre - 2LM","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-20","2021-05-04","N"
"238",238,"William Osler Health System - Etobicoke General Hospital -","101 Humber College Boulevard - 7E Cardiology","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-20","2021-05-24","N"
"239",239,"Downsview Long Term Care - 2nd Fl","3595 Keele St","LTCH","Respiratory","COVID-19","","2021-04-19","2021-05-11","N"
"240",240,"Hawthorne Place Care Centre - 2nd Fl","2045 Finch Ave West","LTCH","Respiratory","COVID-19","","2021-04-19","2021-05-06","N"
"241",241,"Humber Valley Terrace - 3A Fl","95 Humber College Blvd","LTCH","Respiratory","COVID-19","","2021-04-19","2021-05-13","N"
"242",242,"Cummer Lodge - 3 North","205 Cummer Avenue","LTCH","Respiratory","COVID-19","","2021-04-18","2021-06-01","N"
"243",243,"St Bernards Retirement Residence","685 Finch Ave West","LTCH","Respiratory","COVID-19","","2021-04-18","2021-04-30","N"
"244",244,"Unity Health Toronto - Providence Healthcare - D3","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2021-04-18","2021-05-10","N"
"245",245,"University Health Network - Toronto General Hospital -","200 Elizabeth Street - Hemodialysis Centre","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-18","2021-05-03","N"
"246",246,"Scarborough Health Network-Centenary Hospital - YC9W","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-17","2021-04-25","N"
"247",247,"Scarborough Health Network-Centenary Hospital - YC9E","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-16","2021-05-04","N"
"248",248,"Eatonville Care Centre - Unit 5","420 The East Mall","LTCH","Respiratory","COVID-19","","2021-04-15","2021-05-17","N"
"249",249,"Scarborough Health Network-Centenary Hospital - YC3MB W","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-15","2021-05-08","N"
"250",250,"Weston Terrace Care Community - admin-area","2005 Lawrence Avenue West","LTCH","Respiratory","COVID-19","","2021-04-14","2021-05-10","N"
"251",251,"Fudger House - 2W","439 Sherbourne St","LTCH","Respiratory","COVID-19","","2021-04-13","2021-05-03","N"
"252",252,"University Health Network - Toronto General Hospital - 13ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-13","2021-04-29","N"
"253",253,"Dom Lipa","52 Neilson Drive","LTCH","Respiratory","COVID-19","","2021-04-12","2021-04-27","N"
"254",254,"Baycrest Hospital - Security Dept.","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2021-04-09","2021-04-21","N"
"255",255,"Bendale Acres -3rd Fl","2920 Lawrence Avenue East","LTCH","Respiratory","COVID-19","","2021-04-09","2021-05-11","N"
"256",256,"William Osler Health System - Church Site - 5th Fl","200 Church Street","Hospital-Chronic Care","Respiratory","COVID-19","","2021-04-08","2021-05-04","N"
"257",257,"Unity Health Toronto - Providence Healthcare - B3","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2021-04-06","2021-04-27","N"
"258",258,"Unity Health Toronto - Providence Healthcare - B4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2021-04-06","2021-04-20","N"
"259",259,"Unity Health Toronto-St. Joseph's Health Centre - 4M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-06","2021-04-15","N"
"260",260,"Toronto East Health Network- Michael Garron Hospital- J5","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-05","2021-04-12","N"
"261",261,"Extendicare Scarborough - Laundry Department","3830 Lawrence Avenue East","LTCH","Respiratory","COVID-19","","2021-04-05","2021-04-20","N"
"262",262,"Norfinch Care Community - Fl 2A","22 Norfinch Drive","LTCH","Respiratory","COVID-19","","2021-04-04","2021-05-02","N"
"263",263,"William Osler Health System - Etobicoke General Hospital -","101 Humber College Boulevard - 8 Medflex","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-04","2021-04-26","N"
"264",264,"Runnymede Healthcare Centre - 2nd Fl","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2021-04-03","2021-04-18","N"
"265",265,"The Heritage Nursing Home - 4th Fl","1195 Queen Street East","LTCH","Respiratory","COVID-19","","2021-04-03","2021-05-19","N"
"266",266,"Toronto East Health Network-Michael Garron Hospital - B2","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-03","2021-04-13","N"
"267",267,"Copernicus Lodge - 3rd & 6th Fl","66 Roncesvalles Avenue","LTCH","Respiratory","COVID-19","","2021-04-02","2021-04-17","N"
"268",268,"William Osler Health System - Etobicoke General Hospital -8W","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2021-04-02","2021-05-04","N"
"269",269,"Sisters of St. Joseph - 3rd Fl","2 O'Connor Dr","LTCH","Respiratory","COVID-19","","2021-04-01","2021-04-16","N"
"270",270,"Kensington Place Retirement Residence - 2nd Fl","866 Sheppard Avenue","LTCH","Respiratory","COVID-19","","2021-03-31","2021-04-27","N"
"271",271,"St. Michael's Hospital - Unity Health Toronto - 8CS","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-03-30","2021-04-18","N"
"272",272,"Humber River Hospital - Wilson Site - 9 East","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-03-26","2021-04-08","N"
"273",273,"Scarborough Health Network - General Hospital - 4C","3030 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2021-03-23","2021-04-04","N"
"274",274,"The Rekai Centres at Wellesley Street - TCU","160 Wellesley Street East","LTCH","Respiratory","COVID-19","","2021-03-23","2021-04-07","N"
"275",275,"University Health Network - Toronto Western Hospital-","399 Bathurst St - 6B","Hospital-Acute Care","Respiratory","COVID-19","","2021-03-22","2021-04-12","N"
"276",276,"Copernicus Lodge - 3 North","66 Roncesvalles Ave","LTCH","Enteric","Unable to identify","","2021-03-22","2021-03-27","N"
"277",277,"Unity Health Toronto - St. Joseph's Health Centre- 3M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-03-19","2021-04-07","N"
"278",278,"University Health Network - Toronto General Hospital -","200 Elizabeth Street - OR Staff areas","Hospital-Acute Care","Respiratory","COVID-19","","2021-03-17","2021-03-27","N"
"279",279,"Revera Westside Long Term Care - 2nd Fl","1145 Albion Rd","LTCH","Respiratory","COVID-19","","2021-03-16","2021-04-15","N"
"280",280,"The O'Neill Centre Long Term Care - 2nd and 5th Floor","33 Christie St","LTCH","Respiratory","COVID-19","","2021-03-13","2021-04-15","N"
"281",281,"University Health Network -Toronto General Hospital","200 Elizabeth Street - Hemodialysis Unit","Hospital-Acute Care","Respiratory","COVID-19","","2021-03-12","2021-04-04","N"
"282",282,"Fieldstone Commons Care Community - 3A Fl","1000 Ellesmere Road","LTCH","Respiratory","COVID-19","","2021-03-11","2021-05-13","N"
"283",283,"Kipling Acres - Claireville & Highfield Unit","2233 Kipling Ave","LTCH","Respiratory","COVID-19","","2021-03-05","2021-03-19","N"
"284",284,"Unity Health Toronto-St. Joseph's Health Centre - 2M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-03-02","2021-03-22","N"
"285",285,"Lakeside Long Term Care Centre - 1st & 3rd Fl","150 Dunn Avenue","LTCH","Respiratory","COVID-19","","2021-02-26","2021-03-15","N"
"286",286,"Centre for Addiction & Mental Health - Unit 1-4","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2021-02-23","2021-03-09","N"
"287",287,"University Health Network - Toronto Western Hospital - 3B","399 Bathrust Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-23","2021-03-06","N"
"288",288,"Fairview Nursing Home","14 Cross St","LTCH","Respiratory","COVID-19","","2021-02-22","2021-03-12","N"
"289",289,"The Wexford Residence - 2nd Fl","1860 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2021-02-22","2021-03-08","N"
"290",290,"Tony Stacey Centre for Veteran's Care","59 Lawson Rd","LTCH","Enteric","Unable to identify","","2021-02-22","2021-02-26","N"
"291",291,"Main Street Terrace - 2nd & 3rd Fl","77 Main Street","LTCH","Respiratory","COVID-19","","2021-02-21","2021-04-16","N"
"292",292,"Centre for Addiction & Mental Health - Unit 1-3","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2021-02-20","2021-03-06","N"
"293",293,"Humber River Hospital - Wilson - 12 West","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-16","2021-02-27","N"
"294",294,"Scarborough Health Network - Birchmount Hospital - G4C","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-16","2021-03-06","N"
"295",295,"Sinai Health System - Mount Sinai - 10N","600 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-12","2021-02-26","N"
"296",296,"Weston Terrace Care Community  - 1A , 2A, 3B & 4B","2005 Lawrence Ave W","LTCH","Respiratory","COVID-19","","2021-02-12","2021-04-19","N"
"297",297,"Runnymede Healthcare Centre - 3rd Fl","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2021-02-11","2021-03-09","N"
"298",298,"Unity Health Toronto-St. Joseph's Health Centre - 6G","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-11","2021-02-28","N"
"299",299,"North York General Hospital - General Site - 5 West","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-10","2021-03-05","N"
"300",300,"North York General Hospital - General Site - 6 North","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-10","2021-02-17","N"
"301",301,"Sinai Health System - Mount Sinai - 10S","600 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-10","2021-02-19","N"
"302",302,"North York General Hospital - General Site - 4W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-08","2021-03-01","N"
"303",303,"Unity Health Toronto-St. Joseph's Health Centre - 3M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-05","2021-03-03","N"
"304",304,"Ehatare Retirement Home - Scarborough","40 Old Kingston Road","LTCH","Respiratory","COVID-19","","2021-02-04","2021-02-20","N"
"305",305,"Sinai Health System - Mount Sinai - 12 South","600 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-04","2021-02-19","N"
"306",306,"St. Hilda's Towers Retirement Home - 2nd, 3rd & 4th Fl","2339 Dufferin Street","Retirement Home","Respiratory","COVID-19","","2021-02-04","2021-02-24","N"
"307",307,"University Health Network - Toronto Western Hospital - 9A","399 Bathrust Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-04","2021-02-18","N"
"308",308,"Weston Gardens Retirement Residence","303 Queens Drive","Retirement Home","Respiratory","COVID-19","","2021-02-04","2021-02-25","N"
"309",309,"Dom Lipa","52 Neilson Drive","LTCH","Respiratory","COVID-19","","2021-02-03","2021-02-25","N"
"310",310,"Sunnybrook Health Sciences Centre- St. John's Rehab - A1&A2","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2021-02-03","2021-02-22","N"
"311",311,"Toronto East Health Network-Michael Garron Hospital-G5-med-","825 Coxwell Avenue - palliative care","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-03","2021-02-18","N"
"312",312,"Unity Health Toronto-St. Joseph's Health Centre - 6M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-02-03","2021-02-22","N"
"313",313,"Carefree Lodge - Main Fl","306 Finch Avenue East","LTCH","Respiratory","COVID-19","","2021-02-02","2021-02-20","N"
"314",314,"Kensington Gardens North Building - 3 West","45 Brunswick Ave","LTCH","Respiratory","COVID-19","","2021-02-02","2021-02-20","N"
"315",315,"Hazelton Place Retirement Residence - 3rd Fl","111 Avenue Rd","Retirement Home","Respiratory","COVID-19","","2021-02-01","2021-02-18","N"
"316",316,"West Park Healthcare Centre - 3EC","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2021-02-01","2021-02-19","N"
"317",317,"Kensington Gardens North Building  1 West & 1 East","45 Brunswick Avenue","LTCH","Respiratory","COVID-19","","2021-01-31","2021-02-20","N"
"318",318,"Amica on the Avenue - Toronto","1066 Avenue Road","Retirement Home","Respiratory","COVID-19","","2021-01-29","2021-02-12","N"
"319",319,"Scarborough Health Network - General Hospital - T6","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-29","2021-02-23","N"
"320",320,"Vermont Square - 3rd Fl","914 Bathurst Street","LTCH","Respiratory","COVID-19","","2021-01-28","2021-02-19","N"
"321",321,"West Park Healthcare Centre - 3WE","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-28","2021-02-13","N"
"322",322,"North York General Hospital - General Site - 3 West","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-26","2021-03-03","N"
"323",323,"Terraces of Baycrest","55 Ameer Ave","Retirement Home","Enteric","Campylobacter jejuni","","2021-01-25","2021-02-16","N"
"324",324,"Kensington Place Retirement Residence","866 Sheppard Avenue","Retirement Home","Respiratory","COVID-19","","2021-01-24","2021-02-24","N"
"325",325,"Toronto Rehabilitation Institute - 7S","550 University Ave","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-23","2021-02-14","N"
"326",326,"Toronto East Health Network-Michael Garron Hospital - A2","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-22","2021-01-29","N"
"327",327,"University Health Network - Toronto General Hospital-10th Fl","200 Elizabeth Street - EVS","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-22","2021-02-07","N"
"328",328,"Baycrest Hospital - 6W","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-21","2021-02-12","N"
"329",329,"MacKenzie Health-RCC - 3E & 3W","2111 Finch Avenue West","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-21","2021-02-05","N"
"330",330,"Scarborough Health Network-Centenary Hospital - Y9E","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-21","2021-02-05","N"
"331",331,"University Health Network - Toronto General Hospital - 12 Fl","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-21","2021-02-06","N"
"332",332,"Chartwell Scarlett Heights Retirement Residence - 9th Fl","4005 Eglinton Avenue","Retirement Home","Respiratory","COVID-19","","2021-01-20","2021-02-05","N"
"333",333,"North York General Hospital - General Site - 3 North","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-20","2021-02-20","N"
"334",334,"Scarborough Health Network-Centenary Hospital - YC3ME","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-20","2021-02-03","N"
"335",335,"Unity Health Toronto - Providence Healthcare - B3","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-19","2021-02-02","N"
"336",336,"William Osler Health System - 9E","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-19","2021-02-01","N"
"337",337,"Cummer Lodge - 2, 3 & 4 North","205 Cummer Ave","LTCH","Respiratory","COVID-19","","2021-01-18","2021-02-13","N"
"338",338,"Fieldstone Commons Care Community","1000 Ellesmere Rd","LTCH","Respiratory","COVID-19","","2021-01-18","2021-02-26","N"
"339",339,"Toronto East Health Network-Michael Garron Hospital - F3","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-18","2021-02-04","N"
"340",340,"Hawthorne Place Care Centre - 1st, 2nd & 3rd Fl","2045 Finch Ave W","LTCH","Respiratory","COVID-19","","2021-01-16","2021-02-08","N"
"341",341,"Ina Grafton Gage Home","40 Bell Estate Road","LTCH","Respiratory","COVID-19","","2021-01-15","2021-02-18","N"
"342",342,"Norfinch Care Community - 1A, 2A & 3B","22 Norfinch Drive","LTCH","Respiratory","COVID-19","","2021-01-15","2021-03-18","N"
"343",343,"Ukrainian Canadian Care Centre - Basement & 1st Fl","60 Richview Rd","LTCH","Respiratory","COVID-19","","2021-01-15","2021-02-19","N"
"344",344,"William Osler Health System-RCC Church - 5B","200 Church Street","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-15","2021-01-29","N"
"345",345,"West Park Healthcare Centre - 2EC","82 Buttonwood Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-14","2021-02-05","N"
"346",346,"West Park Healthcare Centre - 3EB","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-14","2021-02-02","N"
"347",347,"William Osler Health System - 10th Fl","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-14","2021-02-27","N"
"348",348,"University Health Network - Toronto Western Hospital - 6B","399 Bathrust Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-13","2021-01-25","N"
"349",349,"Humber River Hospital - Wilson - 13 East","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-12","2021-01-25","N"
"350",350,"Mon Sheong Scarborough","2030 McNicoll Avenue","LTCH","Respiratory","COVID-19","","2021-01-12","2021-02-18","N"
"351",351,"North York General Hospital - General Site - 6 West","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-12","2021-02-10","N"
"352",352,"Alexis Lodge Retirement Home","707 Ellesmere Rd","LTCH","Respiratory","COVID-19","","2021-01-11","2021-02-21","N"
"353",353,"Baycrest Hospital - Toronto - 5E","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-11","2021-02-05","N"
"354",354,"North York General Hospital - General Site - 8 West","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-11","2021-01-28","N"
"355",355,"Scarborough Health Network-Centenary Hospital - 5E","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-11","2021-01-27","N"
"356",356,"Toronto East Health Network-Michael Garron Hospital - J5","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-11","2021-01-22","N"
"357",357,"Extendicare Craiglee - Dietary, Housekeeping & 1W","102 Craiglee Drive","LTCH","Respiratory","COVID-19","","2021-01-10","2021-02-17","N"
"358",358,"Scarborough Health Network - Birchmount Hospital - G3D","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-10","2021-02-02","N"
"359",359,"Ehatare Nursing Home - 4th Fl","40 Old Kingston Rd","LTCH","Respiratory","COVID-19","","2021-01-09","2021-01-25","N"
"360",360,"Retirement Suites by the Lake","2121 Kingston Road","Retirement Home","Respiratory","COVID-19","","2021-01-09","2021-02-05","N"
"361",361,"University Health Network - Toronto General Hospital - 6ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-09","2021-02-06","N"
"362",362,"Dom Lipa - 1 West & K-Wing","52 Neilson Drive","LTCH","Respiratory","COVID-19","","2021-01-08","2021-02-01","N"
"363",363,"Kensington Gardens - 1 East","25 Brunswick Avenue","LTCH","Respiratory","COVID-19","","2021-01-08","2021-01-28","N"
"364",364,"Scarborough Health Network - General Hospital - 3C","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-08","2021-01-20","N"
"365",365,"The Dunfield Retirement Residence - 3rd Fl","77 Dunfield Avenue","Retirement Home","Respiratory","COVID-19","","2021-01-08","2021-01-30","N"
"366",366,"Labdara Lithuanian Nursing Home - Kitchen, 3rd Fl","5 Resurrection Road","LTCH","Respiratory","COVID-19","","2021-01-07","2021-01-22","N"
